meal,content,serving_size,calories_per_portion
"CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND",carbohydrt,,97
"CAMPBELL'S SOUP ON THE GO,CHEESY POTATO W/ BACON FLAVOR SOUP",carbohydrt,,43
"CAMPBELL'S SOUP ON THE GO,CHICK & STARS SOUP",carbohydrt,,23
"CAMPBELL'S SOUP ON THE GO,CHICK W/ MINI NOODLES SOUP",carbohydrt,,26
"CAMPBELL'S SOUP ON THE GO,CLASSIC TOMATO SOUP",carbohydrt,,46
"CAMPBELL'S SOUP ON THE GO,CREAMY BROCCOLI SOUP",carbohydrt,,52
"CAMPBELL'S SOUP ON THE GO,CREAMY CHICK SOUP",carbohydrt,,43
"CAMPBELL'S SOUP ON THE GO,CREAMY TOMATO SOUP",carbohydrt,,59
"CAMPBELL'S SOUP ON THE GO,HEALTHY REQUEST CLASSIC TOMAT SOUP",carbohydrt,,39
"CAMPBELL'S SOUP ON THE GO,HR CHICK W/ MINI NOODLES SOUP",carbohydrt,,20
"CAMPBELL'S SOUP ON THE GO,NEW ENGLAND CLAM CHOWDER",carbohydrt,,52
"CAMPBELL'S SOUP ON THE GO,VEG BF SOUP",carbohydrt,,20
"CAMPBELL'S SOUP ON THE GO,VEG W/ MINI RND NOODLES SOUP",carbohydrt,,33
CAMPBELL'S TURKEY GRAVY,carbohydrt,,42
CAMPBELL'S V8 100% VEG JUC,carbohydrt,1 serving,21
"CAMPBELL'S, CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS",carbohydrt,,57
"CAMPBELL'S, CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS",carbohydrt,,82
"CAMPBELL'S, CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS",carbohydrt,,45
"CAMPBELL'S, TOMATO JUC,LO NA",carbohydrt,1 serving,21
"CAMPBELL'S,25% LESS NA CHICK NOODLE SOUP,COND",carbohydrt,,49
"CAMPBELL'S,25% LESS NA CRM OF MUSHROOM SOUP,COND",carbohydrt,,89
"CAMPBELL'S,98% FAT FREE BROCCOLI CHS SOUP,COND",carbohydrt,,56
"CAMPBELL'S,98% FAT FREE CRM OF BROCCOLI SOUP,COND",carbohydrt,,56
"CAMPBELL'S,98% FAT FREE CRM OF CELERY SOUP,COND",carbohydrt,,56
"CAMPBELL'S,98% FAT FREE CRM OF CHICK SOUP,COND",carbohydrt,,55
"CAMPBELL'S,98% FAT FREE CRM OF MUSHROOM SOUP,COND",carbohydrt,,53
"CAMPBELL'S,CHEDDAR CHS SOUP,COND",carbohydrt,,84
"CAMPBELL'S,CHICK W/ RICE SOUP,COND",carbohydrt,,68
"CAMPBELL'S,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS",carbohydrt,,61
"CAMPBELL'S,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS",carbohydrt,,41
"CAMPBELL'S,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS",carbohydrt,,57
"CAMPBELL'S,CRM OF CHICK SOUP,COND",carbohydrt,,103
"CAMPBELL'S,CRM OF CHICK W/ HERBS SOUP,COND",carbohydrt,,65
"CAMPBELL'S,CRM OF MUSHROOM SOUP,COND",carbohydrt,,81
"CAMPBELL'S,CRM OF MUSHROOM W/ RSTD GARLIC SOUP,COND",carbohydrt,,56
"CAMPBELL'S,CRM OF POTATO SOUP,COND",carbohydrt,,71
"CAMPBELL'S,HOMESTYLE CHICK NOODLE SOUP,COND",carbohydrt,,51
"CAMPBELL'S,ORGANIC TOMATO JUC",carbohydrt,1 serving,21
"CAMPBELL'S,RED & WHITE,CHICK NOODLE SOUP,COND",carbohydrt,,47
"CAMPBELL'S,SPAGHETTIOS ORIGINAL,EASY OPEN",carbohydrt,,70
"CAMPBELL'S,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",carbohydrt,,106
"CAMPBELL'S,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",carbohydrt,1 serving,99
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",carbohydrt,,80
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",carbohydrt,,67
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S W/ MEATBALLS",carbohydrt,,95
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",carbohydrt,,69
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",carbohydrt,,67
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS PLUS CA",carbohydrt,,67
"CAMPBELL'S,SPAGHETTIOS,W/ MEATBALLS -",carbohydrt,,87
"CAMPBELL'S,TOMATO JUC",carbohydrt,1 serving,21
"CAMPBELL'S,TOMATO SOUP,COND",carbohydrt,,71
"CAMPBELL'S,VEG BF SOUP,COND",carbohydrt,,65
"CANADA GOOSE,BREAST MEAT,SKINLESS,RAW",protein,1 breast,133
"CANADIAN BACON,CKD,PAN-FRIED",protein,,146
"CANADIAN BACON,UNPREP",protein,"2 slices,  (6 per 6-oz pkg.)",111
CANDIED FRUIT,carbohydrt,,322
"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",carbohydrt,"1 bar, 2.25 oz",387
"Candies, NESTLE, BUTTERFINGER Crisp",carbohydrt,,465
"CANDIES,5TH AVENUE CANDY BAR",carbohydrt,"1 bar,  snack size",482
"CANDIES,ALMOND JOY CANDY BAR",carbohydrt,"1 bar, snack size",479
"CANDIES,BUTTERSCOTCH",carbohydrt,3 pieces,391
"CANDIES,CARAMELLO CANDY BAR",carbohydrt,"1 bar, 1.6 oz",462
"CANDIES,CARAMELS",carbohydrt,1 piece,382
"CANDIES,CAROB,UNSWTND",carbohydrt,"1 bar,  (3 oz)",540
"CANDIES,CHOC COVERED,CARAMEL W/NUTS",carbohydrt,,470
"CANDIES,CHOC,DK,NFS (45-59% CACAO SOL 90%; 60-69% CACAO SOL",carbohydrt,1 bar,550
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",carbohydrt,1 oz,539
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",carbohydrt,1 oz,529
"CANDIES,CONFECTIONER'S COATING,YOGURT",carbohydrt,,522
"CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",carbohydrt,,542
"CANDIES,DIVINITY,PREPARED-FROM-RECIPE",carbohydrt,,364
"CANDIES,DK CHOC COATD COFFEE BNS",carbohydrt,,540
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",carbohydrt,,373
"CANDIES,FRUIT SNACKS,W/ HI VIT C",carbohydrt,,352
"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",carbohydrt,"1 recipe,  yield (60 pieces)",453
"CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",carbohydrt,,474
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",carbohydrt,,411
"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",carbohydrt,,461
"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",carbohydrt,,387
"CANDIES,FUDGE,VANILLA W/ NUTS",carbohydrt,,435
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",carbohydrt,,383
"CANDIES,GUM DROPS,DIETETIC OR LO CAL (SORBITOL)",carbohydrt,1 piece,162
"CANDIES,GUMDROPS,STARCH JELLY PIECES",carbohydrt,10 gumdrops,396
"CANDIES,HALAVAH,PLAIN",carbohydrt,,469
"CANDIES,HARD",carbohydrt,1 piece,394
"CANDIES,HARD,DIETETIC OR LO CAL (SORBITOL)",carbohydrt,,394
"CANDIES,HEATH BITES",carbohydrt,,530
"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",carbohydrt,"1 bar, king size 2.8 oz",520
"CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC",carbohydrt,,521
"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",carbohydrt,,570
"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",carbohydrt,,568
"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR",carbohydrt,,577
"CANDIES,HERSHEY'S,ALMOND JOY BITES",carbohydrt,,563
"CANDIES,JELLYBEANS",carbohydrt,"10 large,  (1 oz)",375
"CANDIES,KIT KAT WAFER BAR",carbohydrt,"1 bar,  miniature (.35 oz)",518
"CANDIES,KRACKEL CHOC BAR",carbohydrt,"1 bar, 2 oz",512
"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",carbohydrt,,538
"CANDIES,M&M MARS PRETZEL CHOC CANDIES",carbohydrt,,447
"CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",carbohydrt,,525
"CANDIES,MARS SNACK US,POP'ABLES 3 MUSKETEERS BITE SIZE",carbohydrt,,443
"CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM",carbohydrt,,408
"CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR",carbohydrt,"1 serving, 2 fun size bars",436
"CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR",carbohydrt,,539
"CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC COVERED ALMONDS",carbohydrt,,573
"CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR",carbohydrt,,517
"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC",carbohydrt,"1 serving, 7 pieces",520
"CANDIES,MARS SNACKFOOD US,DOVE MILK CHOC",carbohydrt,"1 serving, 5 pieces",546
"CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES",carbohydrt,"1 serving, about 1/4 cup",522
"CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES",carbohydrt,,475
"CANDIES,MARS SNACKFOOD US,M&M'S MILK CHOC CANDIES",carbohydrt,"1 box,  (1.48 oz)",492
"CANDIES,MARS SNACKFOOD US,M&M'S MINIS MILK CHOC CANDIES",carbohydrt,"1 serving, 0.50 oz box",502
"CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES",carbohydrt,1 cup,529
"CANDIES,MARS SNACKFOOD US,M&M'S PNUT CHOC CANDIES",carbohydrt,"1 package, fun size",515
"CANDIES,MARS SNACKFOOD US,MARS ALMOND BAR",carbohydrt,,467
"CANDIES,MARS SNACKFOOD US,MILKY WAY BAR",carbohydrt,"1 bar, fun size",456
"CANDIES,MARS SNACKFOOD US,MILKY WAY CARML. DKCHOCCOV",carbohydrt,,458
"CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR",carbohydrt,"1 bar, fun size",443
"CANDIES,MARS SNACKFOOD US,MILKYWAYCARAML,MILKCHOCOV",carbohydrt,,463
"CANDIES,MARS SNACKFOOD US,POP MILKY WAY BITE SIZE",carbohydrt,,463
"CANDIES,MARS SNACKFOOD US,POP SNICKERS BITE SIZE CANDIES",carbohydrt,,480
"CANDIES,MARS SNACKFOOD US,SKITTLES ORIGINAL BITE SIZE CAND",carbohydrt,1 cup,405
"CANDIES,MARS SNACKFOOD US,SKITTLES SOURS ORIGINAL",carbohydrt,,401
"CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND",carbohydrt,"1 serving, fun size bag",405
"CANDIES,MARS SNACKFOOD US,SKITTLES WILD BERRY BITE SIZE",carbohydrt,"1 serving, fun size bag",402
"CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR",carbohydrt,,472
"CANDIES,MARS SNACKFOOD US,SNICKERS BAR",carbohydrt,"1 bar,  fun size",491
"CANDIES,MARS SNACKFOOD US,SNICKERS CRUNCHER",carbohydrt,"1 bar, fun size",488
"CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR",carbohydrt,,536
"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,ORIG FRUIT",carbohydrt,"1 serving, 2.07 oz pack",408
"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,TROP",carbohydrt,"1 serving, 2.07 oz pack",409
"CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS",carbohydrt,,400
"CANDIES,MARS SNACKFOOD US,TWIX CARAMEL COOKIE BARS",carbohydrt,"1 package,  (2.06 oz, 2 bars)",502
"CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS",carbohydrt,,550
"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS",carbohydrt,"1 package,  (2.06 oz, 2 bars)",536
"CANDIES,MARSHMALLOWS",carbohydrt,10 miniatures,318
"CANDIES,MILK CHOC",carbohydrt,"1 bar,  (1.55 oz)",535
"CANDIES,MILK CHOC COATD COFFEE BNS",carbohydrt,,549
"CANDIES,MILK CHOC COATD PNUTS",carbohydrt,10 pieces,519
"CANDIES,MILK CHOC COATD RAISINS",carbohydrt,1 cup,390
"CANDIES,MILK CHOC,W/ALMONDS",carbohydrt,"1 bar,  (1.55 oz)",526
"CANDIES,MILK CHOC,W/RICE CRL",carbohydrt,"1 bar,  (1.45 oz)",511
"CANDIES,MOUNDS CANDY BAR",carbohydrt,"1 package, 1.9 oz",486
"CANDIES,MR. GOODBAR CHOC BAR",carbohydrt,"1 bar,  (2.6 oz)",538
"CANDIES,NESTLE,100 GRAND BAR",carbohydrt,"1 bar,  miniature",468
"CANDIES,NESTLE,AFTER EIGHT MINTS",carbohydrt,1 piece,432
"CANDIES,NESTLE,BABY RUTH BAR",carbohydrt,"1 serving, fun size bar 0.65 oz",459
"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",carbohydrt,,375
"CANDIES,NESTLE,BUTTERFINGER BAR",carbohydrt,"1 serving, 1 fun size bar 0.65 oz",459
"CANDIES,NESTLE,CHUNKY BAR",carbohydrt,,475
"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",carbohydrt,"1 bar, 0.5 oz",500
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",carbohydrt,"1 serving, 0.25 cup",512
"CANDIES,NESTLE,OH HENRY! BAR",carbohydrt,"1 serving, fun size bar",462
"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS",carbohydrt,"1 serving, fun size",422
"CANDIES,NOUGAT,W/ ALMONDS",carbohydrt,,398
"CANDIES,PEANUT BAR",carbohydrt,"1 bar,  (1.4 oz)",522
"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",carbohydrt,,486
"CANDIES,PRALINE,PREPARED-FROM-RECIPE",carbohydrt,"1 recipe,  yield",485
"CANDIES,REESE'S BITES",carbohydrt,,521
"CANDIES,REESE'S FAST BREAK,CANDY BAR",carbohydrt,,495
"CANDIES,REESE'S NUTRAGEOUS CANDY BAR",carbohydrt,2 bars,517
"CANDIES,REESE'S PIECES CANDY",carbohydrt,10 pieces,497
"CANDIES,REESE'S PNUT BUTTER CUPS",carbohydrt,"1 package, 1.6 oz 2 cups",515
"CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS",carbohydrt,,474
"CANDIES,ROLO CARAMELS IN MILK CHOC",carbohydrt,7 pieces,474
"CANDIES,SEMISWEET CHOC",carbohydrt,"1 cup, large chips",480
"CANDIES,SEMISWEET CHOC,MADE W/BUTTER",carbohydrt,"1 cup, large chips",477
"CANDIES,SESAME CRUNCH",carbohydrt,1 piece,516
"CANDIES,SKOR TOFFEE BAR",carbohydrt,,535
"CANDIES,SOFT FRUIT & NUT SQUARES",carbohydrt,,390
"CANDIES,SPL DK CHOC BAR",carbohydrt,"1 bar, 2.6 oz",556
"CANDIES,SUGAR-COATED ALMONDS",carbohydrt,,474
"CANDIES,SWEET CHOCOLATE",carbohydrt,"1 bar,  (1.45 oz)",507
"CANDIES,SWT CHOC COATD FONDANT",carbohydrt,"1 patty,  small",366
"CANDIES,SYMPHONY MILK CHOC BAR",carbohydrt,"1 bar, 2.4 oz",531
"CANDIES,TAFFY,PREPARED-FROM-RECIPE",carbohydrt,,397
"CANDIES,TOFFEE,PREPARED-FROM-RECIPE",carbohydrt,,560
"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",carbohydrt,1 piece,387
"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",carbohydrt,"1 recipe,  yield, recipe makes 49     1 "" x 1""     pieces",510
"CANDIES,TWIZZLERS CHERRY BITES",carbohydrt,,338
"CANDIES,TWIZZLERS NIBS CHERRY BITS",carbohydrt,,347
"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",carbohydrt,"4 pieces, from 5 oz package",350
"CANDIES,WHATCHAMACALLIT CANDY BAR",carbohydrt,,494
"CANDIES,WHITE CHOC",carbohydrt,1 tbsp,539
"CANDIES,YORK BITES",carbohydrt,,394
"CANDIES,YORK PEPPERMINT PATTIE",carbohydrt,,384
"CAPERS,CANNED",carbohydrt,,23
"CARAMBOLA,(STARFRUIT),RAW",carbohydrt,"1 cup, sliced",31
CARAWAY SEED,carbohydrt,1 tbsp,333
"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",carbohydrt,"1 can, 12 fl oz",2
"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",protein,"1 can,  (12 fl oz)",0
"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",carbohydrt,"1 can,  or bottle (16 fl oz)",42
"CARBONATED BEV,CLUB SODA",carbohydrt,"1 can,  or bottle (16 fl oz)",0
"CARBONATED BEV,COLA",carbohydrt,"1 can,  or bottle (12 fl oz)",41
"CARBONATED BEV,COLA,CONTAINS CAFFEINE,FAST-FOOD COLA",carbohydrt,"1 can, 12 fl oz",37
"CARBONATED BEV,COLA,WO/CAFFEINE",carbohydrt,"1 can, 12 fl oz",41
"CARBONATED BEV,CRM SODA",carbohydrt,"1 can,  or bottle (16 fl oz)",51
"CARBONATED BEV,GINGER ALE",carbohydrt,"1 can,  or bottle (16 fl oz)",34
"CARBONATED BEV,GRAPE SODA",carbohydrt,"1 can,  or bottle (12 fl oz)",43
"CARBONATED BEV,LEMON-LIME SODA,NO CAFFEINE",carbohydrt,"1 can, 12 fl oz",41
"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN",carbohydrt,"1 can,  or bottle (16 fl oz)",1
"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN",carbohydrt,"1 bottle,  (16 fl oz)",0
"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE",protein,"1 can,  (12 fl oz)",0
"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",carbohydrt,"1 can,  (12 fl oz)",0
"CARBONATED BEV,ORANGE",carbohydrt,"1 can,  or bottle (16 fl oz)",48
"CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE",carbohydrt,"1 can,  or bottle (16 fl oz)",41
"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",carbohydrt,"1 can,  (8 fl oz)",20
"CARBONATED BEV,ROOT BEER",carbohydrt,"1 can,  or bottle (16 fl oz)",41
"CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE",carbohydrt,"1 can, 12 fl oz",40
"CARBONATED BEV,TONIC H2O",carbohydrt,"1 bottle,  (11 fl oz)",34
"CARDOON,CKD,BLD,DRND,W/SALT",carbohydrt,,20
"CARDOON,CKD,BLD,DRND,WO/SALT",carbohydrt,,22
"CARDOON,RAW",carbohydrt,,17
"CARP,COOKED,DRY HEAT",protein,1 fillet,162
"CARP,RAW",protein,1 fillet,127
"CARRABBA'S ITALIAN GRILL,CHICK PARMESAN WO/ CAVATAPPI PASTA",protein,,206
"CARRABBA'S ITALIAN GRILL,CHS RAVIOLI W/ MARINARA SAU",carbohydrt,,156
"CARRABBA'S ITALIAN GRILL,LASAGNE",carbohydrt,,191
"CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ MEAT SAU",carbohydrt,,122
"CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ POMODORO SAU",carbohydrt,,104
"CARROT JUICE,CANNED",carbohydrt,1 fl oz,40
"CARROT,DEHYDRATED",carbohydrt,,341
"CARROTS,BABY,RAW",carbohydrt,1 medium,35
"CARROTS,CKD,BLD,DRND,W/SALT",carbohydrt,".5 cup, slices",35
"CARROTS,CKD,BLD,DRND,WO/SALT",carbohydrt,".5 cup, slices",35
"CARROTS,CND,NO SALT ,DRND SOL",carbohydrt,"1 cup, mashed",25
"CARROTS,CND,NO SALT,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",23
"CARROTS,CND,REG PK,DRND SOL",carbohydrt,"1 cup, mashed",25
"CARROTS,CND,REG PK,SOL&LIQUIDS",carbohydrt,"1 can,  (303 x 406)",23
"CARROTS,FROZEN,UNPREPARED",carbohydrt,"1 package,  (10 oz)",36
"CARROTS,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,37
"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,,37
"CARROTS,RAW",carbohydrt,"1 cup, grated",41
"CASHEW BUTTER,PLN,W/SALT",carbohydrt,1 oz,609
"CASHEW BUTTER,PLN,WO/SALT",carbohydrt,1 oz,587
"CASHEW NUTS,DRY RSTD,W/SALT",carbohydrt,1 oz,574
"CASHEW NUTS,DRY RSTD,WO/SALT",carbohydrt,1 tbsp,574
"CASHEW NUTS,OIL RSTD,W/SALT",carbohydrt,"1 cup, halves and pieces",581
"CASHEW NUTS,OIL RSTD,WO/SALT",carbohydrt,"1 cup, halves and pieces",580
"CASSAVA,RAW",carbohydrt,1 root,160
"CATFISH,CHANNEL,CKD,BREADED&FRIED",protein,3 oz,229
"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",protein,3 oz,144
"CATFISH,CHANNEL,FARMED,RAW",protein,1 fillet,119
"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",protein,3 oz,105
"CATFISH,CHANNEL,WILD,RAW",protein,1 fillet,95
Catsup,carbohydrt,1 packet,101
"CATSUP,LOW SODIUM",carbohydrt,1 packet,101
"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",carbohydrt,,25
"CAULIFLOWER,CKD,BLD,DRND,W/SALT",carbohydrt,3 flowerets,23
"CAULIFLOWER,CKD,BLD,DRND,WO/SALT",carbohydrt,3 flowerets,23
"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,17
"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,,19
"CAULIFLOWER,FRZ,UNPREP",carbohydrt,"1 package,  (10 oz)",24
"CAULIFLOWER,GREEN,RAW",carbohydrt,1 floweret,31
"CAULIFLOWER,GRN,CKD,NO SALT ADDED",carbohydrt,,32
"CAULIFLOWER,GRN,CKD,W/ SALT",carbohydrt,,32
"CAULIFLOWER,RAW",carbohydrt,1 floweret,25
"CAVIAR,BLACK&RED,GRANULAR",protein,1 oz,264
"CELERIAC,CKD,BLD,DRND,W/SALT",carbohydrt,,27
"CELERIAC,CKD,BLD,DRND,WO/SALT",carbohydrt,,27
"CELERIAC,RAW",carbohydrt,,42
"CELERY FLAKES,DRIED",carbohydrt,,319
CELERY SEED,carbohydrt,1 tbsp,392
"CELERY,CKD,BLD,DRND,W/SALT",carbohydrt,2 stalks,18
"CELERY,CKD,BLD,DRND,WO/SALT",carbohydrt,2 stalks,18
"CELERY,RAW",carbohydrt,1 NLEA serving,16
"CELTUCE,RAW",carbohydrt,,18
"CEREALS RTE,ALPEN",carbohydrt,,352
"CEREALS RTE,BARBARA'S PUFFINS,ORIGINAL",carbohydrt,,333
"CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,HONEY ALMOND",carbohydrt,,369
"CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,MAPLE PECAN WALNUT",carbohydrt,,374
"CEREALS RTE,CASCADIAN FARM,CINN CRUNCH",carbohydrt,,407
"CEREALS RTE,CASCADIAN FARM,HONEY NUT O'S",carbohydrt,,371
"CEREALS RTE,CASCADIAN FARM,MULTI-GRAIN SQUARES",carbohydrt,,387
"CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN",carbohydrt,,405
"CEREALS RTE,FAMILIA",carbohydrt,,388
"CEREALS RTE,FRSTD OAT CRL W/MARSHMALLOWS",carbohydrt,,400
"CEREALS RTE,GENERAL MILLS CINN CHEX",carbohydrt,,403
"CEREALS RTE,GENERAL MILLS CORN CHEX",carbohydrt,,370
"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR CINN TOAST CRUNCH",carbohydrt,,386
"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR TRIX",carbohydrt,,383
"CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS",carbohydrt,,387
"CEREALS RTE,GENERAL MILLS,APPL CINN CHEX",carbohydrt,,408
"CEREALS RTE,GENERAL MILLS,BASIC 4",carbohydrt,,358
"CEREALS RTE,GENERAL MILLS,BERRY BERRY KIX",carbohydrt,,376
"CEREALS RTE,GENERAL MILLS,BERRY BURST CHEERIOS,TRIPLE BERRY",carbohydrt,,378
"CEREALS RTE,GENERAL MILLS,BOO BERRY",carbohydrt,,386
"CEREALS RTE,GENERAL MILLS,CHEERIOS",carbohydrt,,376
"CEREALS RTE,GENERAL MILLS,CHEERIOS,BANANA NUT",carbohydrt,,375
"CEREALS RTE,GENERAL MILLS,CHEERIOS,CHOC",carbohydrt,,380
"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST,STRAWBERRY",carbohydrt,,400
"CEREALS RTE,GENERAL MILLS,CHOC CHEX",carbohydrt,,412
"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",carbohydrt,,381
"CEREALS RTE,GENERAL MILLS,CINN BURST CHEERIOS",carbohydrt,,375
"CEREALS RTE,GENERAL MILLS,CINN TOAST CRUNCH",carbohydrt,,411
"CEREALS RTE,GENERAL MILLS,COCOA PUFFS",carbohydrt,,383
"CEREALS RTE,GENERAL MILLS,COCOA PUFFS BROWNIE CRUNCH",carbohydrt,,387
"CEREALS RTE,GENERAL MILLS,COCOA PUFFS,25% RED SUGAR",carbohydrt,,382
"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",carbohydrt,,380
"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA",carbohydrt,,383
"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER",carbohydrt,,366
"CEREALS RTE,GENERAL MILLS,DULCE DE LECHE CHEERIOS",carbohydrt,,378
"CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,CHOC SQUARES",carbohydrt,,253
"CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,HONEY SQUARES",carbohydrt,,248
"CEREALS RTE,GENERAL MILLS,FIBER ONE BRAN CRL",carbohydrt,,200
"CEREALS RTE,GENERAL MILLS,FIBER ONE,CARAMEL DELIGHT",carbohydrt,,344
"CEREALS RTE,GENERAL MILLS,FIBER ONE,FRSTD SHREDDED WHEAT",carbohydrt,,321
"CEREALS RTE,GENERAL MILLS,FIBER ONE,HONEY CLUSTERS",carbohydrt,,323
"CEREALS RTE,GENERAL MILLS,FIBER ONE,NUTTY CLUSTERS & ALMONDS",carbohydrt,,348
"CEREALS RTE,GENERAL MILLS,FIBER ONE,RAISIN BRAN CLUSTERS",carbohydrt,,317
"CEREALS RTE,GENERAL MILLS,FRANKENBERRY",carbohydrt,,386
